Crop,Year,Province,Seeded Area,Harvested Area,Yield,Production
Lentils,2016,Manitoba,0,0,0,0
Lentils,2017,Manitoba,0,0,0,0
Lentils,2018,Manitoba,0,0,0,0
Lentils,2019,Manitoba,0.8,0.8,0.9,0.7
Lentils,2020,Manitoba,0,0,0,0
Lentils,2021,Manitoba,0,0,0,0
Lentils,2022,Manitoba,2.7,0,0,0
Lentils,2023,Manitoba,0,0,0,0
Chickpeas,2014,Manitoba,0,0,0,0
Chickpeas,2015,Manitoba,0,0,0,0
Chickpeas,2016,Manitoba,0,0,0,0
Chickpeas,2017,Manitoba,0,0,0,0
Chickpeas,2018,Manitoba,0,0,0,0
Chickpeas,2019,Manitoba,0.1,0,0,0
Chickpeas,2020,Manitoba,0.1,0,0,0
Chickpeas,2021,Manitoba,0,0,0,0
Chickpeas,2022,Manitoba,0,0,0,0
Chickpeas,2023,Manitoba,0,0,0,0
Mustard Seed,2014,Manitoba,0,0,0,0
Mustard Seed,2015,Manitoba,0,0,0,0
Mustard Seed,2016,Manitoba,0,0,0,0
Mustard Seed,2017,Manitoba,0,0,0,0
Mustard Seed,2018,Manitoba,0,0,0,0
Mustard Seed,2019,Manitoba,2,2,1.1,2.2
Mustard Seed,2020,Manitoba,0.7,0.7,1.1,0.8
Mustard Seed,2021,Manitoba,0,0,0,0
Mustard Seed,2022,Manitoba,2,0,0,0
Mustard Seed,2023,Manitoba,0,0,0,0
Sunflower Seed,2014,Manitoba,28.3,27.5,1.9,51.9
Sunflower Seed,2015,Manitoba,30.4,29.1,1.9,55
Sunflower Seed,2016,Manitoba,40.5,38.4,1.9,72.6
Sunflower Seed,2017,Manitoba,28.3,27.5,1.8,50.6
Sunflower Seed,2018,Manitoba,26.3,25.5,2.3,57.6
Sunflower Seed,2019,Manitoba,24.3,22.7,2.1,48.7
Sunflower Seed,2020,Manitoba,26.3,24.5,2.2,55
Sunflower Seed,2021,Manitoba,39.5,39.3,2.3,91.4
Sunflower Seed,2022,Manitoba,33.6,33.5,2.1,69.5
Sunflower Seed,2023,Manitoba,34,33.8,2.3,77.9
Canary Seed,2014,Manitoba,0,0,0,0
Canary Seed,2015,Manitoba,0,0,0,0
Canary Seed,2016,Manitoba,0,0,0,0
Canary Seed,2017,Manitoba,0,0,0,0
Canary Seed,2018,Manitoba,0,0,0,0
Canary Seed,2019,Manitoba,0,0,0,0
Canary Seed,2020,Manitoba,10.2,9.8,2.2,21.1
Canary Seed,2021,Manitoba,0,0,0,0
Canary Seed,2022,Manitoba,0,0,0,0
Canary Seed,2023,Manitoba,0,0,0,0
Special Crops,2014,Manitoba,28.3,27.5,1.9,51.9
Special Crops,2015,Manitoba,30.4,29.1,1.9,55
Special Crops,2016,Manitoba,40.5,38.4,1.9,72.6
Special Crops,2017,Manitoba,28.3,27.5,1.8,50.6
Special Crops,2018,Manitoba,26.3,25.5,2.3,57.6
Special Crops,2019,Manitoba,26.3,24.7,2.1,50.9
Special Crops,2020,Manitoba,37.2,35,2.2,76.9
Special Crops,2021,Manitoba,39.5,39.3,2.3,91.4
Special Crops,2022,Manitoba,40,33.5,2.1,69.5
Special Crops,2023,Manitoba,34,33.8,2.3,77.9
Winter Wheat,2014,Ontario,439.1,433,5.3,2310.2
Winter Wheat,2015,Ontario,350.1,313.6,5.2,1627.5
Winter Wheat,2016,Ontario,283.3,262.6,5.3,1388
Winter Wheat,2017,Ontario,459.8,437.1,5.9,2571.9
Winter Wheat,2018,Ontario,384.5,372.3,5.9,2185.4
Winter Wheat,2019,Ontario,392.5,369.9,5.6,2079.5
Winter Wheat,2020,Ontario,406.1,265.5,5.2,1370.5
Winter Wheat,2021,Ontario,470.5,418.9,5.6,2338.4
Winter Wheat,2022,Ontario,480.8,462.4,6.1,2826.6
Winter Wheat,2023,Ontario,376.5,343.3,6.5,2227.9
Spring Wheat,2014,Ontario,32.4,32.4,3.5,113.6
Spring Wheat,2015,Ontario,32.4,32.4,3.8,122.5
Spring Wheat,2016,Ontario,50.6,50.6,4.3,217.7
Spring Wheat,2017,Ontario,48.8,48.2,3.6,171.5
Spring Wheat,2018,Ontario,36.4,36.4,3.1,114.3
Spring Wheat,2019,Ontario,34.6,33,3.7,121
Spring Wheat,2020,Ontario,38.6,38.4,3.9,151.2
Spring Wheat,2021,Ontario,47.1,46.2,3.2,146.9
Spring Wheat,2022,Ontario,45.8,45.8,3.6,166.4
Spring Wheat,2023,Ontario,35.6,35.2,4.5,157.6
CW Red Spring,2014,Ontario,0,0,0,0
CW Red Spring,2015,Ontario,0,0,0,0
CW Red Spring,2016,Ontario,0,0,0,0
CW Red Spring,2017,Ontario,0,0,0,0
CW Red Spring,2018,Ontario,0,0,0,0
CW Red Spring,2019,Ontario,0,0,0,0
CW Red Spring,2020,Ontario,0,0,0,0
CW Red Spring,2021,Ontario,0,0,0,0
CW Red Spring,2022,Ontario,0,0,0,0
CW Red Spring,2023,Ontario,0,0,0,0
Canada Prairie Spring,2014,Ontario,0,0,0,0
Canada Prairie Spring,2015,Ontario,0,0,0,0
Canada Prairie Spring,2016,Ontario,0,0,0,0
Canada Prairie Spring,2017,Ontario,0,0,0,0
Canada Prairie Spring,2018,Ontario,0,0,0,0
Canada Prairie Spring,2019,Ontario,1.1,1.1,4.6,5.1
Canada Prairie Spring,2020,Ontario,0,0,0,0
Canada Prairie Spring,2021,Ontario,0,0,0,0
Canada Prairie Spring,2022,Ontario,0,0,0,0
Canada Prairie Spring,2023,Ontario,0,0,0,0
Northern Hard Red,2014,Ontario,0,0,0,0
Northern Hard Red,2015,Ontario,0,0,0,0
Northern Hard Red,2016,Ontario,0,0,0,0
Northern Hard Red,2017,Ontario,0,0,0,0
Northern Hard Red,2018,Ontario,0,0,0,0
Northern Hard Red,2019,Ontario,6.9,6.9,3.7,25.5
Northern Hard Red,2020,Ontario,0,0,0,0
Northern Hard Red,2021,Ontario,0,0,0,0
Northern Hard Red,2022,Ontario,0,0,0,0
Northern Hard Red,2023,Ontario,0,0,0,0
CW Extra Strong,2014,Ontario,0,0,0,0
CW Extra Strong,2015,Ontario,0,0,0,0
CW Extra Strong,2016,Ontario,0,0,0,0
CW Extra Strong,2017,Ontario,0,0,0,0
CW Extra Strong,2018,Ontario,0,0,0,0
CW Extra Strong,2019,Ontario,0,0,0,0
CW Extra Strong,2020,Ontario,0,0,0,0
CW Extra Strong,2021,Ontario,0,0,0,0
CW Extra Strong,2022,Ontario,0,0,0,0
CW Extra Strong,2023,Ontario,0,0,0,0
CW Soft White Spring,2014,Ontario,0,0,0,0
CW Soft White Spring,2015,Ontario,0,0,0,0
CW Soft White Spring,2016,Ontario,0,0,0,0
CW Soft White Spring,2017,Ontario,0,0,0,0
CW Soft White Spring,2018,Ontario,0,0,0,0
CW Soft White Spring,2019,Ontario,0.9,0.4,5.5,2.2
CW Soft White Spring,2020,Ontario,0,0,0,0
CW Soft White Spring,2021,Ontario,0,0,0,0
CW Soft White Spring,2022,Ontario,0,0,0,0
CW Soft White Spring,2023,Ontario,0,0,0,0
Other Spring Wheat,2014,Ontario,0,0,0,0
Other Spring Wheat,2015,Ontario,0,0,0,0
Other Spring Wheat,2016,Ontario,0,0,0,0
Other Spring Wheat,2017,Ontario,0,0,0,0
Other Spring Wheat,2018,Ontario,0,0,0,0
Other Spring Wheat,2019,Ontario,25.5,24.4,3.6,87.2
Other Spring Wheat,2020,Ontario,11,11,3.9,43.1
Other Spring Wheat,2021,Ontario,2.8,2.8,4.2,11.8
Other Spring Wheat,2022,Ontario,5.3,5.3,3.6,19.2
Other Spring Wheat,2023,Ontario,8.6,0,0,0
Durum,2014,Ontario,0,0,0,0
Durum,2015,Ontario,0,0,0,0
Durum,2016,Ontario,0,0,0,0
Durum,2017,Ontario,0,0,0,0
Durum,2018,Ontario,0,0,0,0
Durum,2019,Ontario,0,0,0,0
Durum,2020,Ontario,0,0,0,0
Durum,2021,Ontario,0,0,0,0
Durum,2022,Ontario,1.6,0,0,0
Durum,2023,Ontario,0,0,0,0
Oats,2014,Ontario,30.4,27.5,2.7,75.6
Oats,2015,Ontario,34.4,25.5,2.8,70.9
Oats,2016,Ontario,52.6,46.5,3.3,154.2
Oats,2017,Ontario,33.3,26.3,3,80.2
Oats,2018,Ontario,28.3,22.3,3.2,71.1
Oats,2019,Ontario,29.9,23.2,2.8,65.6
Oats,2020,Ontario,37.7,33.2,3.2,104.7
Oats,2021,Ontario,42.3,37.5,2.8,103.7
Oats,2022,Ontario,34.1,28,3.4,95.4
Oats,2023,Ontario,35.9,31.5,3.6,111.9
Barley,2014,Ontario,48.6,44.5,3,134.6
Barley,2015,Ontario,44.5,41.3,3.7,151.3
Barley,2016,Ontario,46.5,44.5,3.6,158.9
Barley,2017,Ontario,42,38.4,3.4,130.6
Barley,2018,Ontario,32.4,30.4,3.3,99.9
Barley,2019,Ontario,36.4,33.4,3.1,105.2
Barley,2020,Ontario,41.2,39.6,3.4,134.2
Barley,2021,Ontario,36.4,34,3.3,113.1
Barley,2022,Ontario,27.8,25.3,3.6,90.2
Barley,2023,Ontario,27,25.7,4.1,104.6
Rye,2014,Ontario,18.2,12.1,2.4,29.1
Rye,2015,Ontario,22.3,12.9,2.7,34.3
Rye,2016,Ontario,24.3,18.2,2.6,46.5
Rye,2017,Ontario,32.4,19.4,3,58.4
Rye,2018,Ontario,40.5,18.6,2.6,48
Rye,2019,Ontario,46.7,22.5,3,67.8
Rye,2020,Ontario,37.5,14.2,3,43.1
Rye,2021,Ontario,61.7,29.5,2.9,84.5
Rye,2022,Ontario,47,23.8,3.3,78.1
Rye,2023,Ontario,45.8,19.5,3.6,70.4
Mixed Grains,2014,Ontario,38.4,32.4,3,96.2
Mixed Grains,2015,Ontario,36.4,29.5,3.3,96.2
Mixed Grains,2016,Ontario,40.5,32.4,3.2,103.4
Mixed Grains,2017,Ontario,37.6,28.3,3,83.5
Mixed Grains,2018,Ontario,32.4,26.3,2.8,72.9
Mixed Grains,2019,Ontario,31.6,24.7,3.1,76.6
Mixed Grains,2020,Ontario,31.1,26.9,3.4,92.6
Mixed Grains,2021,Ontario,27.9,23.4,3.1,73.4
Mixed Grains,2022,Ontario,24.3,20.3,3,60.8
Mixed Grains,2023,Ontario,17,13.2,3.3,43.5
Corn,2014,Ontario,900.4,894.4,10.1,9007.3
Corn,2015,Ontario,764.9,754.7,10.1,7600
Corn,2016,Ontario,847.8,841.7,10.6,8928.5
Corn,2017,Ontario,874.9,853.9,9.8,8382.4
Corn,2018,Ontario,857.9,833.7,10.5,8738
Corn,2019,Ontario,872.1,841.7,10.4,8767.9
Corn,2020,Ontario,891.3,869.1,9.9,8640.6
Corn,2021,Ontario,886.7,866,10.3,8908.8
Corn,2022,Ontario,891.3,884.1,11,9722.4
Corn,2023,Ontario,921.1,906.3,10.4,9440.8
Flaxseed,2014,Ontario,0,0,0,0
Flaxseed,2015,Ontario,0,0,0,0
Flaxseed,2016,Ontario,0,0,0,0
Flaxseed,2017,Ontario,0,0,0,0
Flaxseed,2018,Ontario,0,0,0,0
Flaxseed,2019,Ontario,1.4,1.4,1.1,1.5
Flaxseed,2020,Ontario,0,0,0,0
Flaxseed,2021,Ontario,0,0,0,0
Flaxseed,2022,Ontario,0,0,0,0
Flaxseed,2023,Ontario,0,0,0,0
Canola,2014,Ontario,24.3,24.3,2.1,49.9
Canola,2015,Ontario,14.2,12.9,2.4,31.3
Canola,2016,Ontario,14.2,14.2,2.4,34
Canola,2017,Ontario,16,15.8,2.3,37.1
Canola,2018,Ontario,18.2,17.4,2.6,45.4
Canola,2019,Ontario,25.5,25.3,2.6,66.7
Canola,2020,Ontario,18.9,17.4,2.4,42.2
Canola,2021,Ontario,13.1,13,2.6,33.4
Canola,2022,Ontario,17.4,16.9,2.4,40.7
Canola,2023,Ontario,22.8,21.9,2.9,62.5
Soybeans,2014,Ontario,1052.2,1050.2,3.1,3238.6
Soybeans,2015,Ontario,1242.4,1238.3,3.1,3791.1
Soybeans,2016,Ontario,1185.7,1185.7,3.1,3728.5
Soybeans,2017,Ontario,1126.4,1121,3.1,3429.2
Soybeans,2018,Ontario,1244.4,1238.3,3.1,3796.6
Soybeans,2019,Ontario,1222.2,1216.1,3.5,4200.5
Soybeans,2020,Ontario,1260.4,1250.3,3,3708.2
Soybeans,2021,Ontario,1153.4,1146.6,3.4,3908.7
Soybeans,2022,Ontario,1135.7,1133.4,3.5,3955.9
Soybeans,2023,Ontario,1246.6,1237.2,3.2,3996
Dry Peas,2014,Ontario,0,0,0,0
Dry Peas,2015,Ontario,0,0,0,0
Dry Peas,2016,Ontario,0,0,0,0
Dry Peas,2017,Ontario,0,0,0,0
Dry Peas,2018,Ontario,0,0,0,0
Dry Peas,2019,Ontario,2.8,2.7,2.1,5.6
Dry Peas,2020,Ontario,3.7,3.4,2.4,8
Dry Peas,2021,Ontario,6.6,6.1,2.2,13.4
Dry Peas,2022,Ontario,3.7,3,2.2,6.7
Dry Peas,2023,Ontario,3.3,3.2,2.9,9.2
Dry White Beans,2014,Ontario,18.2,18.2,2.5,45.4
Dry White Beans,2015,Ontario,24.3,23.9,2.5,59.6
Dry White Beans,2016,Ontario,26.3,26.3,2.2,57.8
Dry White Beans,2017,Ontario,21.4,20.6,2.4,48.8
Dry White Beans,2018,Ontario,28.3,27.9,2.3,64.4
Dry White Beans,2019,Ontario,25.3,25,2.5,62.6
Dry White Beans,2020,Ontario,27,26.9,2.1,56.4
Dry White Beans,2021,Ontario,33,32.9,2.9,97
Dry White Beans,2022,Ontario,22.8,22.7,2.8,62.7
Dry White Beans,2023,Ontario,23.4,23.4,2.9,67.3
Coloured Beans,2014,Ontario,18.3,18.3,2.1,37.8
Coloured Beans,2015,Ontario,26.3,25.9,2.5,64.7
Coloured Beans,2016,Ontario,26.4,26.4,2.2,57
Coloured Beans,2017,Ontario,35.9,28.3,1.9,54
Coloured Beans,2018,Ontario,26.3,24.7,2.3,56.5
Coloured Beans,2019,Ontario,25,22.6,3.1,70.8
Coloured Beans,2020,Ontario,33,32,2.1,67.9
Coloured Beans,2021,Ontario,35.6,35.5,2.7,97.2
Coloured Beans,2022,Ontario,30.1,28.4,2.9,81.2
Coloured Beans,2023,Ontario,21.3,21.2,2.6,56
Lentils,2014,Ontario,0,0,0,0
Lentils,2015,Ontario,0,0,0,0
Lentils,2016,Ontario,0,0,0,0
Lentils,2017,Ontario,0,0,0,0
Lentils,2018,Ontario,0,0,0,0
Lentils,2019,Ontario,0,0,0,0
Lentils,2020,Ontario,0,0,0,0
Lentils,2021,Ontario,0,0,0,0
Lentils,2022,Ontario,0,0,0,0
Lentils,2023,Ontario,0,0,0,0
Chickpeas,2014,Ontario,0,0,0,0
Chickpeas,2015,Ontario,0,0,0,0
Chickpeas,2016,Ontario,0,0,0,0
Chickpeas,2017,Ontario,0,0,0,0
Chickpeas,2018,Ontario,0,0,0,0
Chickpeas,2019,Ontario,0,0,0,0
Chickpeas,2020,Ontario,0,0,0,0
Chickpeas,2021,Ontario,0,0,0,0
Chickpeas,2022,Ontario,0,0,0,0
Chickpeas,2023,Ontario,0,0,0,0
Mustard Seed,2014,Ontario,0,0,0,0
Mustard Seed,2015,Ontario,0,0,0,0
Mustard Seed,2016,Ontario,0,0,0,0
Mustard Seed,2017,Ontario,0,0,0,0
Mustard Seed,2018,Ontario,0,0,0,0
Mustard Seed,2019,Ontario,0,0,0,0
Mustard Seed,2020,Ontario,0,0,0,0
Mustard Seed,2021,Ontario,0,0,0,0
Mustard Seed,2022,Ontario,0,0,0,0
Mustard Seed,2023,Ontario,0,0,0,0
Sunflower Seed,2014,Ontario,0,0,0,0
Sunflower Seed,2015,Ontario,0,0,0,0
Sunflower Seed,2016,Ontario,0,0,0,0
Sunflower Seed,2017,Ontario,0,0,0,0
Sunflower Seed,2018,Ontario,0,0,0,0
Sunflower Seed,2019,Ontario,0,0,0,0
Sunflower Seed,2020,Ontario,0,0,0,0
Sunflower Seed,2021,Ontario,0.7,0.7,2.1,1.5
Sunflower Seed,2022,Ontario,0.7,0,0,0
Sunflower Seed,2023,Ontario,1.7,1.3,1.5,2
Canary Seed,2014,Ontario,0,0,0,0
Canary Seed,2015,Ontario,0,0,0,0
Canary Seed,2016,Ontario,0,0,0,0
Canary Seed,2017,Ontario,0,0,0,0
Canary Seed,2018,Ontario,0,0,0,0
Canary Seed,2019,Ontario,0,0,0,0
Canary Seed,2020,Ontario,0,0,0,0
Canary Seed,2021,Ontario,0,0,0,0
Canary Seed,2022,Ontario,0,0,0,0
Canary Seed,2023,Ontario,0,0,0,0
Special Crops,2014,Ontario,0,0,0,0
Special Crops,2015,Ontario,0,0,0,0
Special Crops,2016,Ontario,0,0,0,0
Special Crops,2017,Ontario,0,0,0,0
Special Crops,2018,Ontario,0,0,0,0
Special Crops,2019,Ontario,0,0,0,0
Special Crops,2020,Ontario,0,0,0,0
Special Crops,2021,Ontario,0.7,0.7,2.1,1.5
Special Crops,2022,Ontario,0.7,0,0,0
Special Crops,2023,Ontario,1.7,1.3,1.5,2
Winter Wheat,2014,Nova Scotia,2.2,2.2,4.2,9.3
Winter Wheat,2015,Nova Scotia,2.4,2.2,4.2,9.2
Winter Wheat,2016,Nova Scotia,3.2,3,5.1,15.2
Winter Wheat,2017,Nova Scotia,3.2,3,4.9,14.7
Winter Wheat,2018,Nova Scotia,3.2,2.6,5.1,13.2
Winter Wheat,2019,Nova Scotia,2.8,1.6,4.9,7.9
Winter Wheat,2020,Nova Scotia,2,1.2,4.8,5.7
Winter Wheat,2021,Nova Scotia,3.2,2,4.4,8.7
Winter Wheat,2022,Nova Scotia,4.2,1.8,5,9
Winter Wheat,2023,Nova Scotia,2.7,2.2,5.2,11.5
Spring Wheat,2014,Nova Scotia,0.4,0.4,3,1.2
Spring Wheat,2015,Nova Scotia,0,0,0,0
Spring Wheat,2016,Nova Scotia,0,0,0,0
Spring Wheat,2017,Nova Scotia,0,0,0,0
Spring Wheat,2018,Nova Scotia,0,0,0,0
Spring Wheat,2019,Nova Scotia,0.5,0.4,4.3,1.7
Spring Wheat,2020,Nova Scotia,0.7,0.6,2.7,1.6
Spring Wheat,2021,Nova Scotia,1.2,1.2,2.7,3.2
Spring Wheat,2022,Nova Scotia,0.6,0.6,3.2,1.9
Spring Wheat,2023,Nova Scotia,0.4,0.4,2.7,1.1
CW Red Spring,2014,Nova Scotia,0,0,0,0
CW Red Spring,2015,Nova Scotia,0,0,0,0
CW Red Spring,2016,Nova Scotia,0,0,0,0
CW Red Spring,2017,Nova Scotia,0,0,0,0
CW Red Spring,2018,Nova Scotia,0,0,0,0
CW Red Spring,2019,Nova Scotia,0,0,0,0
CW Red Spring,2020,Nova Scotia,0,0,0,0
CW Red Spring,2021,Nova Scotia,0,0,0,0
CW Red Spring,2022,Nova Scotia,0,0,0,0
CW Red Spring,2023,Nova Scotia,0,0,0,0
Canada Prairie Spring,2014,Nova Scotia,0,0,0,0
Canada Prairie Spring,2015,Nova Scotia,0,0,0,0
Canada Prairie Spring,2016,Nova Scotia,0,0,0,0
Canada Prairie Spring,2017,Nova Scotia,0,0,0,0
Canada Prairie Spring,2018,Nova Scotia,0,0,0,0
Canada Prairie Spring,2019,Nova Scotia,0,0,0,0
Canada Prairie Spring,2020,Nova Scotia,0,0,0,0
Canada Prairie Spring,2021,Nova Scotia,0,0,0,0
Canada Prairie Spring,2022,Nova Scotia,0,0,0,0
Canada Prairie Spring,2023,Nova Scotia,0,0,0,0
Northern Hard Red,2014,Nova Scotia,0,0,0,0
Northern Hard Red,2015,Nova Scotia,0,0,0,0
Northern Hard Red,2016,Nova Scotia,0,0,0,0
Northern Hard Red,2017,Nova Scotia,0,0,0,0
Northern Hard Red,2018,Nova Scotia,0,0,0,0
Northern Hard Red,2019,Nova Scotia,0,0,0,0
Northern Hard Red,2020,Nova Scotia,0,0,0,0
Northern Hard Red,2021,Nova Scotia,0,0,0,0
Northern Hard Red,2022,Nova Scotia,0,0,0,0
Northern Hard Red,2023,Nova Scotia,0,0,0,0
CW Extra Strong,2014,Nova Scotia,0,0,0,0
CW Extra Strong,2015,Nova Scotia,0,0,0,0
CW Extra Strong,2016,Nova Scotia,0,0,0,0
CW Extra Strong,2017,Nova Scotia,0,0,0,0
CW Extra Strong,2018,Nova Scotia,0,0,0,0
CW Extra Strong,2019,Nova Scotia,0,0,0,0
CW Extra Strong,2020,Nova Scotia,0,0,0,0
CW Extra Strong,2021,Nova Scotia,0,0,0,0
CW Extra Strong,2022,Nova Scotia,0,0,0,0
CW Extra Strong,2023,Nova Scotia,0,0,0,0
CW Soft White Spring,2014,Nova Scotia,0,0,0,0
CW Soft White Spring,2015,Nova Scotia,0,0,0,0
CW Soft White Spring,2016,Nova Scotia,0,0,0,0
CW Soft White Spring,2017,Nova Scotia,0,0,0,0
CW Soft White Spring,2018,Nova Scotia,0,0,0,0
CW Soft White Spring,2019,Nova Scotia,0,0,0,0
CW Soft White Spring,2020,Nova Scotia,0,0,0,0
CW Soft White Spring,2021,Nova Scotia,0,0,0,0
CW Soft White Spring,2022,Nova Scotia,0,0,0,0
CW Soft White Spring,2023,Nova Scotia,0,0,0,0
Other Spring Wheat,2014,Nova Scotia,0,0,0,0
Other Spring Wheat,2015,Nova Scotia,0,0,0,0
Other Spring Wheat,2016,Nova Scotia,0,0,0,0
Other Spring Wheat,2017,Nova Scotia,0,0,0,0
Other Spring Wheat,2018,Nova Scotia,0,0,0,0
Other Spring Wheat,2019,Nova Scotia,0.4,0.4,4.3,1.7
Other Spring Wheat,2020,Nova Scotia,0.2,0.2,2.5,0.5
Other Spring Wheat,2021,Nova Scotia,0.8,0,0,0
Other Spring Wheat,2022,Nova Scotia,0.6,0.6,3.2,1.9
Other Spring Wheat,2023,Nova Scotia,0,0,0,0
Durum,2014,Nova Scotia,0,0,0,0
Durum,2015,Nova Scotia,0,0,0,0
Durum,2016,Nova Scotia,0,0,0,0
Durum,2017,Nova Scotia,0,0,0,0
Durum,2018,Nova Scotia,0,0,0,0
Durum,2019,Nova Scotia,0,0,0,0
Durum,2020,Nova Scotia,0,0,0,0
Durum,2021,Nova Scotia,0,0,0,0
Durum,2022,Nova Scotia,0,0,0,0
Durum,2023,Nova Scotia,0,0,0,0
Oats,2014,Nova Scotia,1.6,1.2,2.3,2.7
Oats,2015,Nova Scotia,1.6,1.1,2.5,2.7
Oats,2016,Nova Scotia,1.6,0.8,2.6,2.1
Oats,2017,Nova Scotia,1.7,1.2,2.8,3.3
Oats,2018,Nova Scotia,1.8,1.6,2.3,3.7
Oats,2019,Nova Scotia,1.1,0.9,2.9,2.6
Oats,2020,Nova Scotia,1.1,0.8,2.3,1.8
Oats,2021,Nova Scotia,1.6,1.4,2.2,3.1
Oats,2022,Nova Scotia,1.4,1.1,3.1,3.4
Oats,2023,Nova Scotia,1.1,0.7,2.4,1.7
Barley,2014,Nova Scotia,2,1.9,2.6,5
Barley,2015,Nova Scotia,1.2,1.2,3.3,3.9
Barley,2016,Nova Scotia,1.2,1.2,3.4,4.1
Barley,2017,Nova Scotia,1.4,1.3,3.6,4.7
Barley,2018,Nova Scotia,1.6,1.4,3.7,5.2
Barley,2019,Nova Scotia,0.8,0.8,3,2.4
Barley,2020,Nova Scotia,1.3,1.2,2.8,3.4
Barley,2021,Nova Scotia,0.9,0.9,2.8,2.5
Barley,2022,Nova Scotia,1.4,1.2,3.6,4.3
Barley,2023,Nova Scotia,0.8,0.7,3.1,2.2
Rye,2014,Nova Scotia,0,0,0,0
Rye,2015,Nova Scotia,0,0,0,0
Rye,2016,Nova Scotia,0,0,0,0
Rye,2017,Nova Scotia,0,0,0,0
Rye,2018,Nova Scotia,0,0,0,0
Rye,2019,Nova Scotia,0.4,0.2,3.5,0.7
Rye,2020,Nova Scotia,0.7,0.7,3.9,2.7
Rye,2021,Nova Scotia,0.2,0.1,5,0.5
Rye,2022,Nova Scotia,0.8,0.4,2.7,1.1
Rye,2023,Nova Scotia,0.5,0.3,3.3,1
Mixed Grains,2014,Nova Scotia,0,0,0,0
Mixed Grains,2015,Nova Scotia,0,0,0,0
Mixed Grains,2016,Nova Scotia,0,0,0,0
Mixed Grains,2017,Nova Scotia,0,0,0,0
Mixed Grains,2018,Nova Scotia,0,0,0,0
Mixed Grains,2019,Nova Scotia,0.2,0.1,2,0.2
Mixed Grains,2020,Nova Scotia,0.2,0,0,0
Mixed Grains,2021,Nova Scotia,0.2,0.1,4,0.4
Mixed Grains,2022,Nova Scotia,0.4,0.4,4,1.6
Mixed Grains,2023,Nova Scotia,0.1,0,0,0
Corn,2014,Nova Scotia,8.9,8.9,8,71.1
Corn,2015,Nova Scotia,7.3,6.9,7.9,54.4
Corn,2016,Nova Scotia,8.1,7.9,7.9,62.3
Corn,2017,Nova Scotia,8.1,7.7,7.7,59.1
Corn,2018,Nova Scotia,7.5,7.3,8.4,61.5
Corn,2019,Nova Scotia,9.3,8.7,8,69.5
Corn,2020,Nova Scotia,7.2,6.9,7.2,49.5
Corn,2021,Nova Scotia,7.3,7.2,7.2,51.5
Corn,2022,Nova Scotia,6.5,6.5,8.6,56.1
Corn,2023,Nova Scotia,6.6,6.5,7.3,47.7
Flaxseed,2014,Nova Scotia,0,0,0,0
Flaxseed,2015,Nova Scotia,0,0,0,0
Flaxseed,2016,Nova Scotia,0,0,0,0
Flaxseed,2017,Nova Scotia,0,0,0,0
Flaxseed,2018,Nova Scotia,0,0,0,0
Flaxseed,2019,Nova Scotia,0,0,0,0
Flaxseed,2020,Nova Scotia,0,0,0,0
Flaxseed,2021,Nova Scotia,0,0,0,0
Flaxseed,2022,Nova Scotia,0,0,0,0
Flaxseed,2023,Nova Scotia,0,0,0,0
Canola,2014,Nova Scotia,0,0,0,0
Canola,2015,Nova Scotia,0,0,0,0
Canola,2016,Nova Scotia,0,0,0,0
Canola,2017,Nova Scotia,0,0,0,0
Canola,2018,Nova Scotia,0,0,0,0
Canola,2019,Nova Scotia,0,0,0,0
Canola,2020,Nova Scotia,0,0,0,0
Canola,2021,Nova Scotia,0,0,0,0
Canola,2022,Nova Scotia,0,0,0,0
Canola,2023,Nova Scotia,0,0,0,0
Soybeans,2014,Nova Scotia,4,4,3,12
Soybeans,2015,Nova Scotia,4.9,4.9,3,14.8
Soybeans,2016,Nova Scotia,4.5,4.5,2.8,12.8
Soybeans,2017,Nova Scotia,4.5,4.5,2.8,12.8
Soybeans,2018,Nova Scotia,5.1,5.1,3,15.5
Soybeans,2019,Nova Scotia,5.6,5.4,3.4,18.5
Soybeans,2020,Nova Scotia,3.9,3.9,2.7,10.7
Soybeans,2021,Nova Scotia,4,4,2.8,11.2
Soybeans,2022,Nova Scotia,4.4,4.4,3.6,15.8
Soybeans,2023,Nova Scotia,5.6,5.5,3.1,17.1
Dry Peas,2014,Nova Scotia,0,0,0,0
Dry Peas,2015,Nova Scotia,0,0,0,0
Dry Peas,2016,Nova Scotia,0,0,0,0
Dry Peas,2017,Nova Scotia,0,0,0,0
Dry Peas,2018,Nova Scotia,0,0,0,0
Dry Peas,2019,Nova Scotia,0,0,0,0
Dry Peas,2020,Nova Scotia,0.1,0,0,0
Dry Peas,2021,Nova Scotia,0.3,0,0,0
Dry Peas,2022,Nova Scotia,0,0,0,0
Dry Peas,2023,Nova Scotia,0,0,0,0
Dry White Beans,2014,Nova Scotia,0,0,0,0
Dry White Beans,2015,Nova Scotia,0,0,0,0
Dry White Beans,2016,Nova Scotia,0,0,0,0
Dry White Beans,2017,Nova Scotia,0,0,0,0
Dry White Beans,2018,Nova Scotia,0,0,0,0
Dry White Beans,2019,Nova Scotia,0,0,0,0
Dry White Beans,2020,Nova Scotia,0,0,0,0
Dry White Beans,2021,Nova Scotia,0,0,0,0
Dry White Beans,2022,Nova Scotia,0,0,0,0
